image_name,caption_number,caption,image_id,post_id,image_path,content_category,post_hour,day_of_week,follower_count,hashtags,media_type,platform,caption_word_count,hook_score,hashtag_count,img_brightness_mean,img_brightness_std,img_saturation_mean,img_saturation_std,img_colorfulness,img_edge_density,img_warm_ratio,img_aspect_ratio,viral_probability,viral
101654506_8eb26cfb60.jpg,0,A brown and white dog is running through the snow .,101654506_8eb26cfb60,101654506_8eb26cfb60_cap0,datasets\Flickr8k\Image\101654506_8eb26cfb60.jpg,Music,2,3,1788,,image,Instagram,11,0.0,0,126.77890743911719,88.00812811175614,40.808792656503535,40.93561552473537,11.930726690040045,0.06679258859507106,0.7687821061643836,1.1655011655011656,0.2127,0
101654506_8eb26cfb60.jpg,1,A dog is running in the snow,101654506_8eb26cfb60,101654506_8eb26cfb60_cap1,datasets\Flickr8k\Image\101654506_8eb26cfb60.jpg,Fashion,5,3,322,#fashion #style #ootd,image,Instagram,7,0.0,3,126.77890743911719,88.00812811175614,40.808792656503535,40.93561552473537,11.930726690040045,0.06679258859507106,0.7687821061643836,1.1655011655011656,0.3265,1
101654506_8eb26cfb60.jpg,2,A dog running through snow .,101654506_8eb26cfb60,101654506_8eb26cfb60_cap2,datasets\Flickr8k\Image\101654506_8eb26cfb60.jpg,Photography,11,4,191,#photo #shot #photography,image,Instagram,6,0.0,3,126.77890743911719,88.00812811175614,40.808792656503535,40.93561552473537,11.930726690040045,0.06679258859507106,0.7687821061643836,1.1655011655011656,0.3608,0
101654506_8eb26cfb60.jpg,3,a white and brown dog is running through a snow covered field .,101654506_8eb26cfb60,101654506_8eb26cfb60_cap3,datasets\Flickr8k\Image\101654506_8eb26cfb60.jpg,Fitness,11,5,2916,#gym #fitness #workout,image,Instagram,13,0.0,3,126.77890743911719,88.00812811175614,40.808792656503535,40.93561552473537,11.930726690040045,0.06679258859507106,0.7687821061643836,1.1655011655011656,0.5012,0
101654506_8eb26cfb60.jpg,4,The white and brown dog is running over the surface of the snow .,101654506_8eb26cfb60,101654506_8eb26cfb60_cap4,datasets\Flickr8k\Image\101654506_8eb26cfb60.jpg,Music,20,6,2745,#song #music #playlist,image,Instagram,14,0.0,3,126.77890743911719,88.00812811175614,40.808792656503535,40.93561552473537,11.930726690040045,0.06679258859507106,0.7687821061643836,1.1655011655011656,0.3803,0
101669240_b2d3e7f17b.jpg,0,A man in a hat is displaying pictures next to a skier in a blue hat .,101669240_b2d3e7f17b,101669240_b2d3e7f17b_cap0,datasets\Flickr8k\Image\101669240_b2d3e7f17b.jpg,Beauty,7,5,93,#skincare #beauty,image,Instagram,17,0.0,2,119.87628062042123,82.94513364602216,34.51335997296851,32.599564477021445,12.597687189451742,0.31073556494420973,0.519767342032967,1.4005602240896358,0.1804,0
101669240_b2d3e7f17b.jpg,1,A man skis past another man displaying paintings in the snow .,101669240_b2d3e7f17b,101669240_b2d3e7f17b_cap1,datasets\Flickr8k\Image\101669240_b2d3e7f17b.jpg,Food,21,5,54,#food,image,Instagram,12,0.0,1,119.87628062042123,82.94513364602216,34.51335997296851,32.599564477021445,12.597687189451742,0.31073556494420973,0.519767342032967,1.4005602240896358,0.5166,1
101669240_b2d3e7f17b.jpg,2,A person wearing skis looking at framed pictures set up in the snow .,101669240_b2d3e7f17b,101669240_b2d3e7f17b_cap2,datasets\Flickr8k\Image\101669240_b2d3e7f17b.jpg,Music,21,3,60,#music,image,Instagram,14,0.0,1,119.87628062042123,82.94513364602216,34.51335997296851,32.599564477021445,12.597687189451742,0.31073556494420973,0.519767342032967,1.4005602240896358,0.2918,0
101669240_b2d3e7f17b.jpg,3,A skier looks at framed pictures in the snow next to trees .,101669240_b2d3e7f17b,101669240_b2d3e7f17b_cap3,datasets\Flickr8k\Image\101669240_b2d3e7f17b.jpg,Photography,0,4,237,,image,Instagram,13,0.0,0,119.87628062042123,82.94513364602216,34.51335997296851,32.599564477021445,12.597687189451742,0.31073556494420973,0.519767342032967,1.4005602240896358,0.2428,0
101669240_b2d3e7f17b.jpg,4,Man on skis looking at artwork for sale in the snow,101669240_b2d3e7f17b,101669240_b2d3e7f17b_cap4,datasets\Flickr8k\Image\101669240_b2d3e7f17b.jpg,Fitness,3,5,146,#fitness,image,Instagram,11,0.0,1,119.87628062042123,82.94513364602216,34.51335997296851,32.599564477021445,12.597687189451742,0.31073556494420973,0.519767342032967,1.4005602240896358,0.24,0
102351840_323e3de834.jpg,0,A man drilling a hole in the ice .,102351840_323e3de834,102351840_323e3de834_cap0,datasets\Flickr8k\Image\102351840_323e3de834.jpg,Fashion,20,5,23384,#ootd #fashion,image,Instagram,9,0.0,2,116.78666460396039,34.26171446799728,73.58862356080704,40.99807321300483,25.639333542119907,0.07486274509803921,0.04490253712871287,2.525252525252525,0.6497,0
102351840_323e3de834.jpg,1,A man is drilling through the frozen ice of a pond .,102351840_323e3de834,102351840_323e3de834_cap1,datasets\Flickr8k\Image\102351840_323e3de834.jpg,Photography,10,0,220,#photography,image,Instagram,12,0.0,1,116.78666460396039,34.26171446799728,73.58862356080704,40.99807321300483,25.639333542119907,0.07486274509803921,0.04490253712871287,2.525252525252525,0.1879,0
102351840_323e3de834.jpg,2,A person in the snow drilling a hole in the ice .,102351840_323e3de834,102351840_323e3de834_cap2,datasets\Flickr8k\Image\102351840_323e3de834.jpg,Photography,2,0,43,#shot #photo,image,Instagram,12,0.0,2,116.78666460396039,34.26171446799728,73.58862356080704,40.99807321300483,25.639333542119907,0.07486274509803921,0.04490253712871287,2.525252525252525,0.1802,0
102351840_323e3de834.jpg,3,A person standing on a frozen lake .,102351840_323e3de834,102351840_323e3de834_cap3,datasets\Flickr8k\Image\102351840_323e3de834.jpg,Food,12,0,48,#foodie,image,Instagram,8,0.0,1,116.78666460396039,34.26171446799728,73.58862356080704,40.99807321300483,25.639333542119907,0.07486274509803921,0.04490253712871287,2.525252525252525,0.4167,1
102351840_323e3de834.jpg,4,Two men are ice fishing .,102351840_323e3de834,102351840_323e3de834_cap4,datasets\Flickr8k\Image\102351840_323e3de834.jpg,Lifestyle,16,1,444,#daily #lifestyle #life,image,Instagram,6,0.0,3,116.78666460396039,34.26171446799728,73.58862356080704,40.99807321300483,25.639333542119907,0.07486274509803921,0.04490253712871287,2.525252525252525,0.2455,1
102455176_5f8ead62d5.jpg,0,A man uses ice picks and crampons to scale ice .,102455176_5f8ead62d5,102455176_5f8ead62d5_cap0,datasets\Flickr8k\Image\102455176_5f8ead62d5.jpg,Fitness,21,5,12,#workout,image,Instagram,11,0.0,1,165.68339460784316,43.629179880053314,51.182868451477226,30.904576605079075,25.415733821392905,0.057570483814827704,0.012614889705882353,0.666,0.4706,1
102455176_5f8ead62d5.jpg,1,an ice climber in a blue jacket and black pants is scaling a frozen ice wall .,102455176_5f8ead62d5,102455176_5f8ead62d5_cap1,datasets\Flickr8k\Image\102455176_5f8ead62d5.jpg,Travel,21,1,583,#vacation #explore #wanderlust,image,Instagram,17,0.0,3,165.68339460784316,43.629179880053314,51.182868451477226,30.904576605079075,25.415733821392905,0.057570483814827704,0.012614889705882353,0.666,0.5939,0
102455176_5f8ead62d5.jpg,2,An ice climber scaling a frozen waterfall .,102455176_5f8ead62d5,102455176_5f8ead62d5_cap2,datasets\Flickr8k\Image\102455176_5f8ead62d5.jpg,Photography,9,4,35,#photo,image,Instagram,8,0.0,1,165.68339460784316,43.629179880053314,51.182868451477226,30.904576605079075,25.415733821392905,0.057570483814827704,0.012614889705882353,0.666,0.135,0
102455176_5f8ead62d5.jpg,3,A person in blue and red ice climbing with two picks .,102455176_5f8ead62d5,102455176_5f8ead62d5_cap3,datasets\Flickr8k\Image\102455176_5f8ead62d5.jpg,Lifestyle,20,6,8510,#daily #life #lifestyle,image,Instagram,12,0.0,3,165.68339460784316,43.629179880053314,51.182868451477226,30.904576605079075,25.415733821392905,0.057570483814827704,0.012614889705882353,0.666,0.5445,1
